"siteName";"date";"labName";"flowRate";"popServ";"PMMV";"measure";"value";"value_load";"value_pmmv";"value_avg14d_past";"value_load_avg14d_past";"value_pmmv_avg14d_past"
"Brussels-South";2024-01-24;NA;NA;NA;NA;NA;NA;NA;NA;16.0492346938776;474939730975.079;0.000814968658261942
"Brussels-South";2024-01-25;NA;NA;NA;NA;NA;NA;NA;NA;15.1345408163265;452478448053.924;0.000808752351277242
"Brussels-South";2024-01-26;NA;NA;NA;NA;NA;NA;NA;NA;14.3685204081633;433093269727.358;0.000798923201480646
"Brussels-South";2024-01-27;NA;NA;NA;NA;NA;NA;NA;NA;13.7511734693878;416784195995.381;0.000785481208872152
"Brussels-South";2024-01-28;NA;NA;NA;NA;NA;NA;NA;NA;13.2825;403551226857.993;0.000768426373451762
"Brussels-South";2024-01-29;"Sciensano Foodborne Pathogens";2352;249307;28336.09;"SARS";11.995;271590352457.011;0.000423311755432736;12.9625;393394362315.195;0.000747758695219474
"Brussels-South";2024-01-30;NA;NA;NA;NA;NA;NA;NA;NA;12.6732142857143;382430387155.644;0.000722438515859463
"Brussels-South";2024-01-31;NA;NA;NA;NA;NA;NA;NA;NA;12.4146428571429;370659301379.342;0.000692465835371727
"Brussels-South";2024-02-01;NA;NA;NA;NA;NA;NA;NA;NA;12.1867857142857;358081104986.287;0.000657840653756266
"Brussels-South";2024-02-02;NA;NA;NA;NA;NA;NA;NA;NA;11.9896428571429;344695797976.481;0.000618562971013082
"Brussels-South";2024-02-03;NA;NA;NA;NA;NA;NA;NA;NA;11.8232142857143;330503380349.922;0.000574632787142173
"Brussels-South";2024-02-04;NA;NA;NA;NA;NA;NA;NA;NA;11.6875;315503852106.611;0.000526050102143539
"Brussels-South";2024-02-05;"Sciensano Foodborne Pathogens";2296;249307;51944.99;"SARS";10.54;232964240875.707;0.000202906959843481;11.5825;299697213246.548;0.000472814916017182
"Brussels-South";2024-02-06;NA;NA;NA;NA;NA;NA;NA;NA;11.5497802197802;289815312485.771;0.000442014863962375
"Brussels-South";2024-02-07;NA;NA;NA;NA;NA;NA;NA;NA;11.5117857142857;280461033413.193;0.000412330134305336
"Brussels-South";2024-02-08;NA;NA;NA;NA;NA;NA;NA;NA;11.4670779220779;271778272852.868;0.000384064905881819
"Brussels-South";2024-02-09;NA;NA;NA;NA;NA;NA;NA;NA;11.4136428571429;263968486358.471;0.00035764502906188
"Brussels-South";2024-02-10;NA;NA;NA;NA;NA;NA;NA;NA;11.3485714285714;257322665285.314;0.000333685621046714
"Brussels-South";2024-02-11;NA;NA;NA;NA;NA;NA;NA;NA;11.2675;252277296666.359;0.000313109357638108
"Brussels-South";2024-02-12;"Sciensano Foodborne Pathogens";3356;249307;5444.71;"SARS";NA;NA;NA;11.1635714285714;249518288696.266;0.000297366157953162
"Brussels-South";2024-02-13;NA;NA;NA;NA;NA;NA;NA;NA;11.0596428571429;246759280726.173;0.000281622958268215
"Brussels-South";2024-02-14;NA;NA;NA;NA;NA;NA;NA;NA;10.9557142857143;244000272756.08;0.000265879758583268
"Brussels-South";2024-02-15;NA;NA;NA;NA;NA;NA;NA;NA;10.8517857142857;241241264785.987;0.000250136558898321
"Brussels-South";2024-02-16;NA;NA;NA;NA;NA;NA;NA;NA;10.7478571428571;238482256815.894;0.000234393359213374
"Brussels-South";2024-02-17;NA;NA;NA;NA;NA;NA;NA;NA;10.6439285714286;235723248845.801;0.000218650159528427
"Brussels-South";2024-02-18;NA;NA;NA;NA;NA;NA;NA;NA;10.54;232964240875.707;0.000202906959843481
"Brussels-South";2024-02-19;"Sciensano Foodborne Pathogens";3617;249307;11548.38;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-26;"Sciensano Foodborne Pathogens";11164;249307;33745.08;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-02-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-04;"Sciensano Foodborne Pathogens";2504;249307;30917.85;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-11;"Sciensano Foodborne Pathogens";10896;249307;14140.31;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-18;"Sciensano Foodborne Pathogens";2571;249307;29581.77;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-25;"Sciensano Foodborne Pathogens";2600;249307;22840.96;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-03-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-01;"Sciensano Foodborne Pathogens";2411;249307;24759.07;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-08;"Sciensano Foodborne Pathogens";2846;249307;11805.34;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-15;"Sciensano Foodborne Pathogens";4905;249307;38008.51;"SARS";9.86;465578262944.883;0.000259415588772093;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-16;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-17;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-18;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-19;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-20;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-21;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-22;"Sciensano Foodborne Pathogens";2414;249307;14039.84;"SARS";NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-23;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-24;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-25;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-26;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-27;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-28;NA;NA;NA;NA;NA;NA;NA;NA;9.86;465578262944.883;0.000259415588772093
"Brussels-South";2024-04-29;"Sciensano Foodborne Pathogens";2183;249307;21210.13;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-04-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-06;"Sciensano Foodborne Pathogens";3806;249307;9727.54;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-13;"Sciensano Foodborne Pathogens";2243;249307;4331.22;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-20;"Sciensano Foodborne Pathogens";2413;249307;20059.6;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-27;"Sciensano Foodborne Pathogens";2889;249307;10663.38;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-05-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-06-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-06-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-06-03;"Sciensano Foodborne Pathogens";2335;249307;63197.08;"SARS";51.925;1167186240258;0.000821636062932022;51.925;1167186240258;0.000821636062932022
"Brussels-South";2024-06-04;NA;NA;NA;NA;NA;NA;NA;NA;48.9625;1118457730543.35;0.000927934990554978
"Brussels-South";2024-06-05;NA;NA;NA;NA;NA;NA;NA;NA;46;1069729220828.71;0.00103423391817794
"Brussels-South";2024-06-06;NA;NA;NA;NA;NA;NA;NA;NA;43.0375;1021000711114.07;0.00114053284580089
"Brussels-South";2024-06-07;NA;NA;NA;NA;NA;NA;NA;NA;40.075;972272201399.422;0.00124683177342385
"Brussels-South";2024-06-08;NA;NA;NA;NA;NA;NA;NA;NA;37.1125;923543691684.779;0.00135313070104681
"Brussels-South";2024-06-09;NA;NA;NA;NA;NA;NA;NA;NA;34.15;874815181970.135;0.00145942962866976
"Brussels-South";2024-06-10;"Sciensano Foodborne Pathogens";4821;249307;4524.16;"SARS";10.45;484987104252.989;0.00230982104965342;31.1875;826086672255.492;0.00156572855629272
"Brussels-South";2024-06-11;NA;NA;NA;NA;NA;NA;NA;NA;28.8585714285714;785703533623.776;0.00162576017868244
"Brussels-South";2024-06-12;NA;NA;NA;NA;NA;NA;NA;NA;26.9731428571429;751162154750.11;0.0016534046874089
"Brussels-South";2024-06-13;NA;NA;NA;NA;NA;NA;NA;NA;25.4102597402597;720869328427.752;0.00165749493165299
"Brussels-South";2024-06-14;NA;NA;NA;NA;NA;NA;NA;NA;24.0892857142857;693762916518.876;0.00164391947753529
"Brussels-South";2024-06-15;NA;NA;NA;NA;NA;NA;NA;NA;22.9543956043956;669107592620.37;0.00161675502467776
"Brussels-South";2024-06-16;NA;NA;NA;NA;NA;NA;NA;NA;21.9657142857143;646378123587.155;0.0015789135013818
"Brussels-South";2024-06-17;"Sciensano Foodborne Pathogens";3839;249307;10066.06;"SARS";8.89;328546346472.422;0.000883165806681065;18.8917857142857;586475274031.043;0.00158330848307816
"Brussels-South";2024-06-18;NA;NA;NA;NA;NA;NA;NA;NA;16.8065384615385;549301893508.145;0.00162554498807049
"Brussels-South";2024-06-19;NA;NA;NA;NA;NA;NA;NA;NA;14.8675;514054367850.539;0.00165710442262437
"Brussels-South";2024-06-20;NA;NA;NA;NA;NA;NA;NA;NA;13.1145454545455;481257930203.303;0.00167507485843843
"Brussels-South";2024-06-21;NA;NA;NA;NA;NA;NA;NA;NA;11.6035;451647906969.548;0.0016753795958907
"Brussels-South";2024-06-22;NA;NA;NA;NA;NA;NA;NA;NA;10.415;426286436287.102;0.0016521300688606
"Brussels-South";2024-06-23;NA;NA;NA;NA;NA;NA;NA;NA;9.67;406766725362.705;0.00159649342816724
"Brussels-South";2024-06-24;"Sciensano Foodborne Pathogens";2245;249307;6598.96;"SARS";NA;NA;NA;9.55857142857143;395592385521.236;0.00149458948224064
"Brussels-South";2024-06-25;NA;NA;NA;NA;NA;NA;NA;NA;9.44714285714286;384418045679.767;0.00139268553631405
"Brussels-South";2024-06-26;NA;NA;NA;NA;NA;NA;NA;NA;9.33571428571429;373243705838.298;0.00129078159038745
"Brussels-South";2024-06-27;NA;NA;NA;NA;NA;NA;NA;NA;9.22428571428571;362069365996.829;0.00118887764446085
"Brussels-South";2024-06-28;NA;NA;NA;NA;NA;NA;NA;NA;9.11285714285714;350895026155.36;0.00108697369853426
"Brussels-South";2024-06-29;NA;NA;NA;NA;NA;NA;NA;NA;9.00142857142857;339720686313.891;0.000985069752607662
"Brussels-South";2024-06-30;NA;NA;NA;NA;NA;NA;NA;NA;8.89;328546346472.422;0.000883165806681065
"Brussels-South";2024-07-01;"Sciensano Foodborne Pathogens";2069;249307;5213.21;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-08;"Sciensano Foodborne Pathogens";1755;249307;4588.58;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-07-15;"Sciensano Foodborne Pathogens";2066;249307;7836.2;"SARS";8.09;160899838351.911;0.0010323881473163;8.09;160899838351.911;0.0010323881473163
"Brussels-South";2024-07-16;NA;NA;NA;NA;NA;NA;NA;NA;8.56321428571428;165657036734.399;0.00102051732329596
"Brussels-South";2024-07-17;NA;NA;NA;NA;NA;NA;NA;NA;9.03642857142857;170414235116.887;0.00100864649927562
"Brussels-South";2024-07-18;NA;NA;NA;NA;NA;NA;NA;NA;9.50964285714286;175171433499.375;0.000996775675255275
"Brussels-South";2024-07-19;NA;NA;NA;NA;NA;NA;NA;NA;9.98285714285714;179928631881.862;0.000984904851234933
"Brussels-South";2024-07-20;NA;NA;NA;NA;NA;NA;NA;NA;10.4560714285714;184685830264.35;0.000973034027214591
"Brussels-South";2024-07-21;NA;NA;NA;NA;NA;NA;NA;NA;10.9292857142857;189443028646.838;0.000961163203194249
"Brussels-South";2024-07-22;"Sciensano Foodborne Pathogens";1606;249307;16988.06;"SARS";14.715;227500615706.739;0.000866196611031513;11.4025;194200227029.325;0.000949292379173907
"Brussels-South";2024-07-23;NA;NA;NA;NA;NA;NA;NA;NA;11.4025;194200227029.325;0.000949292379173907
"Brussels-South";2024-07-24;NA;NA;NA;NA;NA;NA;NA;NA;11.4025;194200227029.325;0.000949292379173907
"Brussels-South";2024-07-25;NA;NA;NA;NA;NA;NA;NA;NA;11.4025;194200227029.325;0.000949292379173907
"Brussels-South";2024-07-26;NA;NA;NA;NA;NA;NA;NA;NA;11.4025;194200227029.325;0.000949292379173907
"Brussels-South";2024-07-27;NA;NA;NA;NA;NA;NA;NA;NA;11.4025;194200227029.325;0.000949292379173907
"Brussels-South";2024-07-28;NA;NA;NA;NA;NA;NA;NA;NA;11.4025;194200227029.325;0.000949292379173907
"Brussels-South";2024-07-29;"Sciensano Foodborne Pathogens";1556;249307;3400.75;"SARS";NA;NA;NA;11.8757142857143;198957425411.813;0.000937421555153565
"Brussels-South";2024-07-30;NA;NA;NA;NA;NA;NA;NA;NA;12.3489285714286;203714623794.301;0.000925550731133223
"Brussels-South";2024-07-31;NA;NA;NA;NA;NA;NA;NA;NA;12.8221428571429;208471822176.788;0.000913679907112881
"Brussels-South";2024-08-01;NA;NA;NA;NA;NA;NA;NA;NA;13.2953571428571;213229020559.276;0.000901809083092539
"Brussels-South";2024-08-02;NA;NA;NA;NA;NA;NA;NA;NA;13.7685714285714;217986218941.764;0.000889938259072197
"Brussels-South";2024-08-03;NA;NA;NA;NA;NA;NA;NA;NA;14.2417857142857;222743417324.251;0.000878067435051855
"Brussels-South";2024-08-04;NA;NA;NA;NA;NA;NA;NA;NA;14.715;227500615706.739;0.000866196611031513
"Brussels-South";2024-08-05;"Sciensano Foodborne Pathogens";1960;249307;11396.06;"SARS";NA;NA;NA;NA;NA;NA
"Brussels-South";2024-08-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-08-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-08-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-08-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-08-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-08-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brussels-South";2024-08-12;"Sciensano Foodborne Pathogens";1790;249307;60894.75;"SARS";14.98;258131861520.134;0.000245998218237204;14.98;258131861520.134;0.000245998218237204
"Brussels-South";2024-08-13;NA;NA;NA;NA;NA;NA;NA;NA;14.8992857142857;258493343548.316;0.000248125210194772
"Brussels-South";2024-08-14;NA;NA;NA;NA;NA;NA;NA;NA;14.8185714285714;258854825576.498;0.00025025220215234
"Brussels-South";2024-08-15;NA;NA;NA;NA;NA;NA;NA;NA;14.7378571428571;259216307604.68;0.000252379194109908
"Brussels-South";2024-08-16;NA;NA;NA;NA;NA;NA;NA;NA;14.6571428571429;259577789632.862;0.000254506186067476
"Brussels-South";2024-08-17;NA;NA;NA;NA;NA;NA;NA;NA;14.5764285714286;259939271661.044;0.000256633178025044
"Brussels-South";2024-08-18;NA;NA;NA;NA;NA;NA;NA;NA;14.4957142857143;260300753689.227;0.000258760169982612
"Brussels-South";2024-08-19;"Sciensano Foodborne Pathogens";1974;249307;50221.9;"SARS";13.85;263192609914.684;0.000275776105643156;14.415;260662235717.409;0.00026088716194018
"Brussels-South";2024-08-20;NA;NA;NA;NA;NA;NA;NA;NA;14.7354761904762;268481848445.797;0.000264821413801601
"Brussels-South";2024-08-21;NA;NA;NA;NA;NA;NA;NA;NA;15.3367857142857;281522152664.328;0.000270020747595719
"Brussels-South";2024-08-22;NA;NA;NA;NA;NA;NA;NA;NA;16.1423376623377;298359323421.147;0.000276140140977253
"Brussels-South";2024-08-23;NA;NA;NA;NA;NA;NA;NA;NA;17.1010714285714;318044144081.68;0.000282949579049349
"Brussels-South";2024-08-24;NA;NA;NA;NA;NA;NA;NA;NA;18.1776373626374;339919464668.148;0.00029028982072957
"Brussels-South";2024-08-25;NA;NA;NA;NA;NA;NA;NA;NA;19.3467857142857;363515892339.279;0.000298047122387603
"Brussels-South";2024-08-26;"Sciensano Foodborne Pathogens";2018;249307;90591.25;"SARS";37.995;738115592422.194;0.000419411366991845;20.9907142857143;397800444546.569;0.000310433775870077
"Brussels-South";2024-08-27;NA;NA;NA;NA;NA;NA;NA;NA;23.5473979591837;448957948658.17;0.000325759543937518
"Brussels-South";2024-08-28;NA;NA;NA;NA;NA;NA;NA;NA;27.0168367346939;516988404674.083;0.000344024426589926
"Brussels-South";2024-08-29;NA;NA;NA;NA;NA;NA;NA;NA;31.3990306122449;601891812594.307;0.0003652284238273
"Brussels-South";2024-08-30;NA;NA;NA;NA;NA;NA;NA;NA;36.6939795918367;703668172418.843;0.000389371535649641
"Brussels-South";2024-08-31;NA;NA;NA;NA;NA;NA;NA;NA;42.9016836734694;822317484147.69;0.000416453762056948
"Brussels-South";2024-09-01;NA;NA;NA;NA;NA;NA;NA;NA;50.0221428571429;957839747780.849;0.000446475103049222
"Brussels-South";2024-09-02;"Sciensano Foodborne Pathogens";1971;249307;171339.05;"SARS";126.315;2396725627439.26;0.000737222483724522;58.0553571428571;1110234963318.32;0.000479435558626462
"Brussels-South";2024-09-03;NA;NA;NA;NA;NA;NA;NA;NA;64.9331632653061;1262146047455.79;0.000508469721426986
"Brussels-South";2024-09-04;NA;NA;NA;NA;NA;NA;NA;NA;70.6555612244898;1413573000193.27;0.000533577591450794
"Brussels-South";2024-09-05;NA;NA;NA;NA;NA;NA;NA;NA;75.2225510204082;1564515821530.75;0.000554759168697886
"Brussels-South";2024-09-06;NA;NA;NA;NA;NA;NA;NA;NA;78.6341326530612;1714974511468.24;0.000572014453168262
"Brussels-South";2024-09-07;NA;NA;NA;NA;NA;NA;NA;NA;80.890306122449;1864949070005.73;0.000585343444861921
"Brussels-South";2024-09-08;NA;NA;NA;NA;NA;NA;NA;NA;81.9910714285714;2014439497143.22;0.000594746143778864
"Brussels-South";2024-09-09;"Sciensano Foodborne Pathogens";7880;249307;75048.22;"SARS";37.23;2824203732747.18;0.00049608105295502;81.9364285714286;2163445792880.72;0.00060022254991909
"Brussels-South";2024-09-10;NA;NA;NA;NA;NA;NA;NA;NA;81.1015816326531;2278267864643.24;0.000602590381992311
"Brussels-South";2024-09-11;NA;NA;NA;NA;NA;NA;NA;NA;79.4865306122449;2358905712430.78;0.000601849639998525
"Brussels-South";2024-09-12;NA;NA;NA;NA;NA;NA;NA;NA;77.0912755102041;2405359336243.33;0.000598000323937732
"Brussels-South";2024-09-13;NA;NA;NA;NA;NA;NA;NA;NA;73.9158163265306;2417628736080.91;0.000591042433809934
"Brussels-South";2024-09-14;NA;NA;NA;NA;NA;NA;NA;NA;69.9601530612245;2395713911943.5;0.000580975969615128
"Brussels-South";2024-09-15;NA;NA;NA;NA;NA;NA;NA;NA;65.2242857142857;2339614863831.11;0.000567800931353317
"Brussels-South";2024-09-16;"Sciensano Foodborne Pathogens";2397;249307;96396.3;"SARS";49.09;1132759818216.1;0.00050925191112107;59.7082142857143;2249331591743.74;0.000551517319024499
